_id	errorCode	errorMessage	priority	imageUrl	buttons	isActive	message.en.title	message.en.subTitle	message.id.title	message.id.subTitle	message.en.eventLabel	message.id.eventLabel
655b1c5c943418707fa50fc8	BOOKING_UNCOMPLETED_PARAMETER_DATA	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/08/21/175148db-1716-400c-b654-1e7f617a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingUncompletedParameterData'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingUncompletedParameterData	bookingUncompletedParameterData
655b1c5c943418707fa50fba	DOUBLE_BOOKING_ERROR	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/b4b3f50b-6490-4777-8a22-9dc93a6d5d29-1711524754485-b51e58892833b431f0fc46de9d265327.png	[{'text': {'id': 'Kelola pesanan', 'en': 'Manage orders'}, 'link': '', 'scrollTo': '', 'style': 'SECONDARY', 'type': 'orderPage', 'eventLabel': 'Double Booking'}, {'text': {'id': 'Lanjut ke pembayaran', 'en': 'Continue to payment'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'paymentPage', 'eventLabel': 'Double Booking'}]	TRUE	Other similar orders are still waiting	Pay the previous order or continue with this one. If you continue with this order, the previous one will be canceled.	Masih ada pesanan yang serupa, nih	Bayar pesanan sebelumnya atau lanjut bayar pesanan ini. Kalau lanjut bayar pesanan ini, pesanan sebelumnya akan dibatalkan.	Double Booking	Double Booking
655b1c5c943418707fa50fbb	B2B_LOGIN_NEEDED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/transport/2022/04/18/c28b34f6-cd6d-40ca-967e-567ba7f3220c-1650260725021-435ae18246a587b7c421fd55fc527469.png	[{'text': {'id': 'Ubah email', 'en': 'Change the email'}, 'link': '', 'scrollTo': '', 'style': 'SECONDARY', 'type': 'bookingFormPage', 'eventLabel': 'b2bLoginNeededEmailChange'}, {'text': {'id': 'Log In', 'en': 'Log In'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'loginPage', 'eventLabel': 'b2bLoginNeeded'}]	TRUE	Your email is already registered. Let’s Log In!	The email address you entered in the Contact Details is already registered as a corporate account. Log in now to continue your booking as a corporate account.	Email sudah terdaftar. Log in, yuk!	Alamat email yang kamu masukkan di Detail Pemesan sudah terdaftar sebagai akun perusahaan. Ayo login sekarang untuk lanjut memesan sebagai akun perusahaan.	b2bLoginNeeded	b2bLoginNeeded
655b1c5c943418707fa50fb1	BOOKING_INTEGRATOR_MEALS_NOT_AVAILABLE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/6c020c2b-e33e-43f7-8753-874b2a209c48-1638203899732-d74f7afa4d05cb6a1b5d0bbc120a047d.png	[{'text': {'en': 'OK, Got It', 'id': 'OK mengerti'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'stayDisableMeals', 'eventLabel': 'mealsNotAvailable'}]	TRUE	Order food online is unavailable	The price has been changed back to the price before food order.	Pemesanan makanan online tidak tersedia	Harga diubah kembali ke harga sebelum pemesanan makanan.	mealsNotAvailable	mealsNotAvailable
655b1c5c943418707fa50fc3	NAMING_RULE_NAME_ONE_CHARACTER	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/04f378f0-bd64-4c64-a9de-117bd43e4365-1711525156753-c0e422d8bda47d85d66f246610bf5e2d.png	[{'text': {'id': 'Ubah Nama', 'en': 'Edit Name'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'nameOneCharacter'}]	TRUE	The passenger name is too short	You cannot continue to payment because the name is too short. Change the passenger name to continue.	Nama penumpang terlalu pendek	Kamu nggak bisa lanjut ke pembayaran karena nama penumpang terlalu pendek. Ubah nama penumpang untuk lanjut.	nameOneCharacter	nameOneCharacter
655b1c5c943418707fa50fbf	VALIDATION_PASSENGERIDENTITY_NUMBER_IS_DUPLICATE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/transport/2022/04/18/95b300a5-f127-4863-ae7a-17d8bf89ae8c-1650260678886-c01706ba9a9593915f7f11700d576f0c.png	[{'text': {'id': 'OK mengerti', 'en': 'OK, Got It'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'duplicateNIK'}]	TRUE	Re-check the passengers' NIK	Make sure every passenger has a different NIK before proceeding to payment.	Cek kembali NIK penumpang	Pastikan setiap penumpang memiliki NIK berbeda sebelum lanjut ke pembayaran.	duplicateNIK	duplicateNIK
655b1c5c943418707fa50fbd	BOOKING_INTEGRATOR_SEAT_NOT_AVAILABLE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/6fac0177-1050-4182-9063-c2699daa0665-1638203903580-dd10252d3046b59af5a98b251d5237a6.png	[{'text': {'en': 'OK, Got It', 'id': 'OK mengerti'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'stayDisableSeat', 'eventLabel': 'seatNotAvailable'}]	TRUE	Failed to save your seat selection	There’s an error from the airline. Relax, you can still select seats at the airport check-in counter.	Gagal menyimpan pilihan kursimu nih	Ada gangguan dari pihak maskapai. Tenang, kamu tetap bisa memilih kursi saat check-in di bandara.	seatNotAvailable	seatNotAvailable
655b1c5c943418707fa50fc6	BOOKING_INTEGRATOR_INVALID_BAGGAGE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/[…]17a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingIntergratorInvalidBaggage'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingIntergratorInvalidBaggage	bookingIntergratorInvalidBaggage
655b1c5c943418707fa50fb2	BOOKING_INTEGRATOR_BAGGAGE_NOT_AVAILABLE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/ec9aded4-4603-4518-9982-abf2859e69c7-1638203890441-ac380b3e6291095158bee50d38bd94e2.png	[{'text': {'en': 'OK, Got It', 'id': 'OK mengerti'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'stayDisableBaggage', 'eventLabel': 'baggageNotAvailable'}]	TRUE	Additional baggage is unavailable	The price has been changed back to the price before baggage addition. You can still add baggage upon check-in at the airport.	Penambahan bagasi tidak tersedia	Harga diubah kembali ke harga sebelum penambahan bagasi. Kamu tetap bisa tambah bagasi saat check-in di bandara.	baggageNotAvailable	baggageNotAvailable
655b1c5c943418707fa50fae	PRICE_CHANGE_AIRLINES_DOWN	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/e9b32d98-6445-4893-b447-cc3b510f7f20-1711524542444-9d73a79970b3ab54400d37a423573f03.png	[{'text': {'id': 'OK, Mengerti', 'en': 'OK, Got It'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'paymentPage', 'eventLabel': 'priceChangeAirlinesDown'}]	TRUE	Yay, the ticket price is more affordable!	Woo-hoo! Your ticket price has dropped from %s to %s according to airline policy.	Mantap, harga tiket pesawat jadi lebih hemat!	Hore! Harga tiketmu turun dari %s menjadi %s sesuai kebijakan maskapai penerbangan.	priceChangeAirlinesDown	priceChangeAirlinesDown
655b1c5c943418707fa50fad	PRICE_CHANGE_ADDONS	*	3	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/4aab2b48-b1d3-4cec-8060-6d6aedd356d1-1638203901880-11891ab247291827239d4cab7d56bacd.png	[{'text': {'id': 'OK, Mengerti', 'en': 'OK, Got It'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'paymentPage', 'eventLabel': 'priceChangeAddons'}]	TRUE	The travel add-ons price has changed	The total payment has changed from %s, to %s. Check the price details before you pay.	Ada perubahan harga fasilitas tambahan	Total pembayaran telah berubah dari %s menjadi %s. Cek dulu detail harganya sebelum lanjut bayar ya.	priceChangeAddons	priceChangeAddons
655b1c5c943418707fa50fc9	BOOKING_CREATE_ORDER_FAILED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/08/21/175148db-1716-400c-b654-1e7f617a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingCreateOrderFailed'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingCreateOrderFailed	bookingCreateOrderFailed
655b1c5c943418707fa50fbc	BOOKING_FLOODING_VALIDATION	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/b8c92152-868a-454c-b3f5-f8264cdf10e3-1711525463736-78c0658eba62e199a751d44fda754f38.png	[{'text': {'id': 'Refresh', 'en': 'Refresh'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'floodingKey'}]	TRUE	Please wait a moment	You are still in line for the order process. Refresh to see your booking process.	Tunggu sebentar, ya	Kamu masih dalam antrean untuk diproses pemesanannya. Refresh untuk lihat proses pemesananmu.	floodingKey	floodingKey
655b1c5c943418707fa50fb5	FLIGHT_CART_FAILED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/c7aaba29-ca8c-4220-a526-ff9b70b5cf2d-1638203899235-d592fe55434e3f5e3aa86626d0e04c5c.png	[{'text': {'en': 'Find Other Flights', 'id': 'Temukan Penerbangan Lainnya'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'searchResultPage', 'eventLabel': 'cartNotExist'}]	TRUE	Let's check other flights	The airline is currently not responding or there is a problem. You can search for other flights on the date you have selected.	Cari penerbangan lain yuk	Maskapai sedang tidak merespon atau ada gangguan. Kamu bisa cari penerbangan lain pada tanggal yang kamu mau.	cartNotExist	cartNotExist
655b1c5c943418707fa50fb7	BOOKING_ORDER_CORE_FAILED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/4aab2b48-b1d3-4cec-8060-6d6aedd356d1-1638203901880-11891ab247291827239d4cab7d56bacd.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingOrderCoreFailed'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingOrderCoreFailed	bookingOrderCoreFailed
655b1c5c943418707fa50fb3	BOOKING_FLOODING_KEY_INVALID	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/624b0ae4-ef48-4360-963b-3cf99edd143f-1638203895913-f6b3b8e22899f9a81411a57a6df594bd.png	[{'text': {'en': 'OK, Got It', 'id': 'OK mengerti'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'floodingKeyInvalid'}]	TRUE	Please wait a moment	You are still in line for the order process.	Tunggu sebentar, ya	Kamu masih dalam antrean proses pemesanan.	floodingKeyInvalid	floodingKeyInvalid
655b1c5c943418707fa50fc5	BAGGAGE_REQUEST_NOT_EQUAL_SIZE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/08/21/175148db-1716-400c-b654-1e7f617a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'baggageRequestNotEqualSize'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	baggageRequestNotEqualSize	baggageRequestNotEqualSize
655b1c5c943418707fa50fa3	ERROR_DEFAULT	*	1		[{'text': {'en': 'Reload', 'id': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'general'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	general	general
655b1c5c943418707fa50fc0	VALIDATION_PASSENGER_NAME_IS_DUPLICATE	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/39cb23c3-f31c-4154-b5ac-daad09b8ce4b-1711524814965-40d9009c1dc54e9605ab7e6c25a3bf51.png	[{'text': {'id': 'Ubah nama', 'en': 'Change name'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'duplicateName'}]	TRUE	There are identical names	You cannot continue to payment because there is a duplicate name. Change the passenger name to continue.	Ada nama yang sama persis	Kamu nggak bisa lanjut ke pembayaran karena ada nama yang sama. Ubah nama penumpang untuk lanjut.	duplicateName	duplicateName
655b1c5c943418707fa50faf	PRICE_CHANGE_AIRLINES_UP	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit00gsmenlarge1/string/2024/03/27/5c99c8f6-be24-4323-bf2b-365bd393bd1a-1711524627917-2185bb43f873a151950194e0b3ea096f.png	[{'text': {'id': 'OK, Mengerti', 'en': 'OK, Got It'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'paymentPage', 'eventLabel': 'priceChangeAirlinesUp'}]	TRUE	The ticket price has changed	Your ticket price has increased from %s to %s according to airline policy.	Harga tiket pesawat berubah	Harga tiketmu naik dari %s menjadi %s sesuai kebijakan maskapai penerbangan.  	priceChangeAirlinesUp	priceChangeAirlinesUp
655b1c5c943418707fa50fce	PRICE_CHANGE_ADJUSTMENT	*	3	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/si/2021/11/29/4aab2b48-b1d3-4cec-8060-6d6aedd356d1-1638203901880-11891ab247291827239d4cab7d56bacd.png	[{'text': {'id': 'OK, Mengerti', 'en': 'OK, Got It'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'paymentPage', 'eventLabel': 'priceChangeAdjustment'}]	TRUE	The price has changed	Promo has been fully redeemed. The total payment has changed from %s to %s. Check the price details before you pay.	Ada perubahan harga	Total pembayaran berubah dari %s menjadi %s karena kuota promo habis. Cek dulu detail harganya sebelum lanjut bayar ya.	priceChangeAdjustment	priceChangeAdjustment
655b1c5c943418707fa50fb9	BOOKING_ORDER_CREATE_ORDER_FAILED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/08/21/175148db-1716-400c-b654-1e7f617a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingOrderCreateOrderFailed'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingOrderCreateOrderFailed	bookingOrderCreateOrderFailed
655b1c5c943418707fa50fcb	BOOKING_FAILED	*	1	https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/test-discovery/2023/08/21/175148db-1716-400c-b654-1e7f617a8150-1692611954586-69248c881145899802192079917746c1.png	[{'text': {'id': 'Reload', 'en': 'Reload'}, 'link': '', 'scrollTo': '', 'style': 'PRIMARY', 'type': 'bookingFormPage', 'eventLabel': 'bookingFailed'}]	TRUE	Sorry, there is a problem	Just relax, we are working to solve it as quickly as possible. Please try again later.	Maaf ya, ada sedikit gangguan	Tenang, kami sedang beraksi mengatasi gangguan ini. Coba lagi nanti ya.	bookingFailed	bookingFailed
